feature_set,window_size,n_components,clipping_threshold,distribution,method,tdf,confidence_threshold,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,10,125,gaussian,aic,3,0.95,4889.4409456781505,0.555191367718004,30.950226881820065,47.4550519497041
A,20,10,125,gaussian,aic,5,0.3,3553.5184832659324,0.5666318526899655,29.54945160752677,45.71023090424579
A,20,10,125,gaussian,aic,5,0.5,3954.2471325493125,0.5625950686030337,30.009561850896187,46.30167300051794
A,20,10,125,gaussian,aic,5,0.95,4889.4409456781505,0.555191367718004,30.950226881820065,47.4550519497041
A,20,10,125,t,em,3,0.3,3483.2781034904074,0.5672881993693559,29.48025619186249,45.62209557057508
A,20,10,125,t,em,3,0.5,3912.87121505527,0.563076576518831,29.949525704111334,46.224073201837285
A,20,10,125,t,em,3,0.95,4836.802689948008,0.5555344123677555,30.923487786311295,47.41660822515915
A,20,10,125,t,em,5,0.3,3516.198710793913,0.5670560309407561,29.496493346516058,45.646514873190995
A,20,10,125,t,em,5,0.5,3921.5939777080703,0.5629178644933016,29.97020911914384,46.24829842051874
A,20,10,125,t,em,5,0.95,4853.603445080812,0.5554149009885393,30.92707843220662,47.42506037579666
A,20,10,125,t,aic,3,0.3,3483.2781034904074,0.5672881993693559,29.48025619186249,45.62209557057508
A,20,10,125,t,aic,3,0.5,3912.87121505527,0.563076576518831,29.949525704111334,46.224073201837285
A,20,10,125,t,aic,3,0.95,4836.802689948008,0.5555344123677555,30.923487786311295,47.41660822515915
A,20,10,125,t,aic,5,0.3,3516.198710793913,0.5670560309407561,29.496493346516058,45.646514873190995
A,20,10,125,t,aic,5,0.5,3921.5939777080703,0.5629178644933016,29.97020911914384,46.24829842051874
A,20,10,125,t,aic,5,0.95,4853.603445080812,0.5554149009885393,30.92707843220662,47.42506037579666
A,20,15,115,gamma,em,3,0.3,3609.423789827466,0.570286143070987,33.80584992058637,46.22041834738693
A,20,15,115,gamma,em,3,0.5,3908.376128818015,0.567327567998206,34.20964032113799,46.702764899006574
A,20,15,115,gamma,em,3,0.95,4745.7984015136335,0.5604504169100777,35.144523938791544,47.824566900481294
A,20,15,115,gamma,em,5,0.3,3609.423789827466,0.570286143070987,33.80584992058637,46.22041834738693
